datetime,wind_speed,wind_direction ,temperature ,pressure,humidity
01/01/2015 00:00,2,249,268.05,1022,59
01/01/2015 01:00,2,249,268.05,1022,59
01/01/2015 02:00,2,246,267.186,1021,58
01/01/2015 03:00,2,246,267.186,1021,58
01/01/2015 04:00,2,246,267.186,1021,58
01/01/2015 05:00,3,251,266.667,1019,52
01/01/2015 06:00,3,251,266.667,1019,52
01/01/2015 07:00,3,251,266.667,1019,52
01/01/2015 08:00,3,258,266.576,1018,57
01/01/2015 09:00,3,258,266.576,1018,57
01/01/2015 10:00,3,258,266.576,1018,57
01/01/2015 11:00,3,261,266.449,1019,57
01/01/2015 12:00,3,261,266.449,1019,57
01/01/2015 13:00,3,258,267.1786098,1021,62
01/01/2015 14:00,3,251,268.9913049,1028,76
01/01/2015 15:00,4,251,269.2617372,1025,69
01/01/2015 16:00,4,242,271.4606667,1034,88
01/01/2015 17:00,5,240,272.1173333,1033,87
01/01/2015 18:00,4,244,271.9492191,1024,70
01/01/2015 19:00,4,240,272.8382788,1025,73
01/01/2015 20:00,4,244,272.941,1015,54
01/01/2015 21:00,4,244,272.941,1015,54
01/01/2015 22:00,4,244,272.941,1015,54
01/01/2015 23:00,3,241,272.754,1015,58
02/01/2015 00:00,3,241,272.754,1015,58
02/01/2015 01:00,3,241,272.754,1015,58
02/01/2015 02:00,3,254,273.289,1015,55
02/01/2015 03:00,3,254,273.289,1015,55
02/01/2015 04:00,3,254,273.289,1015,55
02/01/2015 05:00,3,259,273.027,1016,59
02/01/2015 06:00,3,259,273.027,1016,59
02/01/2015 07:00,3,259,273.027,1016,59
02/01/2015 08:00,3,261,272.405,1016,62
02/01/2015 09:00,3,261,272.405,1016,62
02/01/2015 10:00,3,261,272.405,1016,62
02/01/2015 11:00,3,258,272.8659247,1023,69
02/01/2015 12:00,3,254,271.795,1019,62
02/01/2015 13:00,3,254,272.5035455,1022,65
02/01/2015 14:00,3,255,273.9762727,1029,71
02/01/2015 15:00,3,259,274.2312469,1026,67
02/01/2015 16:00,4,259,276.025,1036,76
02/01/2015 17:00,4,263,276.601,1036,75
02/01/2015 18:00,3,270,276.927,1021,57
02/01/2015 19:00,3,271,276.237,1023,56
02/01/2015 20:00,3,271,276.237,1023,56
02/01/2015 21:00,3,271,276.237,1023,56
02/01/2015 22:00,3,271,276.237,1023,56
02/01/2015 23:00,3,267,275.4815688,1029,65
03/01/2015 00:00,2,266,272.583,1025,62
03/01/2015 01:00,2,266,272.583,1025,62
03/01/2015 02:00,1,264,269.642,1028,70
03/01/2015 03:00,1,264,269.642,1028,70
03/01/2015 04:00,1,264,269.642,1028,70
03/01/2015 05:00,1,294,266.944,1030,77
03/01/2015 06:00,1,294,266.944,1030,77
03/01/2015 07:00,1,294,266.944,1030,77
03/01/2015 08:00,2,7,266.302,1031,77
03/01/2015 09:00,2,7,266.302,1031,77
03/01/2015 10:00,2,7,266.302,1031,77
03/01/2015 11:00,1,52,266.718,1032,79
03/01/2015 12:00,1,52,266.718,1032,79
03/01/2015 13:00,1,52,266.718,1032,79
03/01/2015 14:00,2,81,272.187,1035,67
03/01/2015 15:00,2,84,272.8835444,1037,68
03/01/2015 16:00,3,91,274.9306667,1049,84
03/01/2015 17:00,3,97,275.8743333,1048,82
03/01/2015 18:00,2,103,274.868,1032,74
03/01/2015 19:00,2,103,274.868,1032,74
03/01/2015 20:00,2,107,274.05,1022,94
03/01/2015 21:00,2,107,274.35,1020,95
03/01/2015 22:00,2,107,274.65,1019,95
03/01/2015 23:00,2,120,274.75,1019,96
04/01/2015 00:00,2,120,274.85,1017,96
04/01/2015 01:00,2,120,275.05,1015,96
04/01/2015 02:00,2,126,275.05,1013,96
04/01/2015 03:00,2,126,275.35,1012,96
04/01/2015 04:00,2,126,275.65,1010,97
04/01/2015 05:00,1,170,275.65,1009,96
04/01/2015 06:00,1,170,275.55,1008,96
04/01/2015 07:00,1,170,275.15,1007,97
04/01/2015 08:00,2,229,275.05,1006,97
04/01/2015 09:00,2,229,274.95,1006,97
04/01/2015 10:00,2,229,275.05,1006,97
04/01/2015 11:00,3,218,275.65,1005,97
04/01/2015 12:00,1,225,278.15,1005,97
04/01/2015 13:00,1,223,278.2947637,1004,97
04/01/2015 14:00,3,220,278.55,1004,97
04/01/2015 15:00,4,212,279.85,1003,97
04/01/2015 16:00,3,216,280.2862165,1002,97
04/01/2015 17:00,3,226,281.35,1000,97
04/01/2015 18:00,2,218,281.7845307,999,97
04/01/2015 19:00,1,205,282.55,998,98
04/01/2015 20:00,2,209,284.3359122,1005,95
04/01/2015 21:00,5,223,282.95,996,97
04/01/2015 22:00,5,223,281.95,996,97
04/01/2015 23:00,5,217,283.8110299,1004,95
05/01/2015 00:00,4,225,282.75,997,98
05/01/2015 01:00,4,225,283.05,997,98
05/01/2015 02:00,6,272,282.85,998,97
05/01/2015 03:00,6,272,283.35,999,80
05/01/2015 04:00,2,307,282.95,1000,65
05/01/2015 05:00,5,277,281.45,1001,61
05/01/2015 06:00,2,254,280.55,1001,62
05/01/2015 07:00,3,252,279.55,1003,65
05/01/2015 08:00,1,203,278.55,1003,66
05/01/2015 09:00,1,216,277.85,1004,66
05/01/2015 10:00,2,294,277.55,1005,63
05/01/2015 11:00,2,315,277.05,1006,58
05/01/2015 12:00,1,223,276.45,1008,57
05/01/2015 13:00,2,232,275.55,1010,51
05/01/2015 14:00,3,245,275.2901805,1017,64
05/01/2015 15:00,3,249,275.0856571,1018,59
05/01/2015 16:00,6,282,274.4616667,1033,90
05/01/2015 17:00,6,283,274.2773333,1033,84
