"","DateTime","DAY_OF_WEEK","AIRLINE","ORIGIN_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_DELAY"
"927597","2015-03-02 18:00",1,"EV","LGA",1815,-5
"927669","2015-03-02 18:00",1,"MQ","LGA",1820,148
"927710","2015-03-02 18:00",1,"WN","EWR",1825,22
"927711","2015-03-02 18:00",1,"WN","LGA",1825,111
"927739","2015-03-02 18:00",1,"DL","JFK",1826,-4
"927757","2015-03-02 18:00",1,"DL","JFK",1829,161
"927761","2015-03-02 18:00",1,"UA","EWR",1829,39
"927781","2015-03-02 19:00",1,"B6","JFK",1830,-8
"927784","2015-03-02 19:00",1,"DL","JFK",1830,27
"927795","2015-03-02 19:00",1,"VX","LGA",1830,137
"927839","2015-03-02 19:00",1,"EV","EWR",1832,-6
"927893","2015-03-02 19:00",1,"UA","EWR",1837,1
"927913","2015-03-02 19:00",1,"DL","JFK",1840,-2
"927936","2015-03-02 19:00",1,"NK","LGA",1840,60
"927950","2015-03-02 19:00",1,"AA","EWR",1844,-7
"927963","2015-03-02 19:00",1,"AA","LGA",1845,88
"928035","2015-03-02 19:00",1,"AA","LGA",1848,-5
"928069","2015-03-02 19:00",1,"DL","JFK",1850,53
"928090","2015-03-02 19:00",1,"VX","JFK",1850,-2
"928108","2015-03-02 19:00",1,"MQ","JFK",1850,-4
"928225","2015-03-02 19:00",1,"DL","JFK",1859,14
"928227","2015-03-02 19:00",1,"DL","LGA",1859,82
"928238","2015-03-02 19:00",1,"EV","EWR",1859,28
"928239","2015-03-02 19:00",1,"MQ","LGA",1859,NA
"928275","2015-03-02 19:00",1,"US","LGA",1900,49
"928316","2015-03-02 19:00",1,"UA","EWR",1901,162
"928473","2015-03-02 19:00",1,"MQ","LGA",1910,121
"928498","2015-03-02 19:00",1,"DL","JFK",1914,23
"928513","2015-03-02 19:00",1,"B6","JFK",1915,8
"928559","2015-03-02 19:00",1,"UA","EWR",1916,243
"928588","2015-03-02 19:00",1,"DL","JFK",1920,52
"928680","2015-03-02 19:00",1,"MQ","LGA",1925,139
"928711","2015-03-02 20:00",1,"B6","JFK",1930,52
"928727","2015-03-02 20:00",1,"DL","EWR",1930,5
"928821","2015-03-02 20:00",1,"DL","LGA",1935,47
"928902","2015-03-02 20:00",1,"DL","LGA",1940,26
"928969","2015-03-02 20:00",1,"B6","JFK",1945,113
"929052","2015-03-02 20:00",1,"AA","LGA",1950,-2
"929106","2015-03-02 20:00",1,"EV","LGA",1950,60
"929125","2015-03-02 20:00",1,"UA","JFK",1952,11
"929131","2015-03-02 20:00",1,"DL","JFK",1954,105
"929137","2015-03-02 20:00",1,"AA","JFK",1955,71
"929139","2015-03-02 20:00",1,"AA","LGA",1955,-6
"929188","2015-03-02 20:00",1,"MQ","JFK",1955,99
"929242","2015-03-02 20:00",1,"DL","JFK",2000,11
"929250","2015-03-02 20:00",1,"DL","LGA",2000,111
"929259","2015-03-02 20:00",1,"UA","LGA",2000,-6
"929264","2015-03-02 20:00",1,"UA","EWR",2000,7
"929268","2015-03-02 20:00",1,"US","LGA",2000,NA
"929271","2015-03-02 20:00",1,"US","LGA",2000,NA
"929286","2015-03-02 20:00",1,"EV","LGA",2000,-2
"929393","2015-03-02 20:00",1,"EV","EWR",2010,38
"929478","2015-03-02 20:00",1,"EV","LGA",2015,21
"929545","2015-03-02 20:00",1,"B6","JFK",2024,28
"929551","2015-03-02 20:00",1,"AA","JFK",2025,44
"929558","2015-03-02 20:00",1,"UA","EWR",2025,17
"929565","2015-03-02 20:00",1,"WN","LGA",2025,176
"929582","2015-03-02 20:00",1,"EV","EWR",2029,-6
"929586","2015-03-02 21:00",1,"AA","LGA",2030,25
"929596","2015-03-02 21:00",1,"B6","JFK",2030,142
"929606","2015-03-02 21:00",1,"WN","EWR",2030,0
"929607","2015-03-02 21:00",1,"WN","LGA",2030,113
"929778","2015-03-02 21:00",1,"EV","LGA",2045,108
"929795","2015-03-02 21:00",1,"EV","EWR",2049,31
"929865","2015-03-02 21:00",1,"AA","LGA",2055,51
"929927","2015-03-02 21:00",1,"B6","EWR",2100,0
"929937","2015-03-02 21:00",1,"US","LGA",2100,84
"929948","2015-03-02 21:00",1,"EV","EWR",2100,-2
"929971","2015-03-02 21:00",1,"B6","JFK",2103,137
"930165","2015-03-02 21:00",1,"EV","LGA",2120,49
"930197","2015-03-02 21:00",1,"EV","EWR",2128,4
"930328","2015-03-02 22:00",1,"B6","JFK",2146,63
"930397","2015-03-02 22:00",1,"B6","JFK",2155,3
"930415","2015-03-02 22:00",1,"B6","JFK",2155,63
"930429","2015-03-02 22:00",1,"NK","LGA",2155,NA
"930444","2015-03-02 22:00",1,"DL","LGA",2159,73
"930563","2015-03-02 22:00",1,"EV","EWR",2218,39
"930595","2015-03-02 22:00",1,"B6","JFK",2229,37
"930700","2015-03-02 23:00",1,"B6","JFK",2259,-8
"930793","2015-03-02 00:00",1,"B6","JFK",2359,4
"930796","2015-03-02 00:00",1,"B6","JFK",2359,-8
"930860","2015-03-03 05:00",2,"UA","EWR",500,-2
"930988","2015-03-03 06:00",2,"AA","JFK",545,-1
"930999","2015-03-03 06:00",2,"UA","LGA",545,-3
"931028","2015-03-03 06:00",2,"AA","EWR",550,-6
"931095","2015-03-03 06:00",2,"AA","LGA",600,-10
"931170","2015-03-03 06:00",2,"DL","LGA",600,-2
"931218","2015-03-03 06:00",2,"UA","LGA",600,-2
"931257","2015-03-03 06:00",2,"US","LGA",600,59
"931304","2015-03-03 06:00",2,"WN","EWR",600,4
"931616","2015-03-03 06:00",2,"B6","EWR",615,-4
"931637","2015-03-03 06:00",2,"UA","EWR",615,5
"931708","2015-03-03 06:00",2,"B6","JFK",620,-9
"931720","2015-03-03 06:00",2,"US","JFK",620,-5
"931809","2015-03-03 06:00",2,"WN","LGA",625,NA
"931863","2015-03-03 07:00",2,"B6","LGA",630,-10
"931886","2015-03-03 07:00",2,"UA","EWR",630,-5
"931895","2015-03-03 07:00",2,"US","EWR",630,-1
"931947","2015-03-03 07:00",2,"NK","LGA",630,-2
"931969","2015-03-03 07:00",2,"B6","JFK",635,-4
"931977","2015-03-03 07:00",2,"UA","LGA",635,-4
"932008","2015-03-03 07:00",2,"B6","JFK",637,-2
"932084","2015-03-03 07:00",2,"EV","EWR",644,-4
"932088","2015-03-03 07:00",2,"AA","LGA",645,-5
"932117","2015-03-03 07:00",2,"UA","EWR",645,-6
"932214","2015-03-03 07:00",2,"MQ","LGA",650,-6
"932287","2015-03-03 07:00",2,"B6","JFK",659,-8
"932307","2015-03-03 07:00",2,"AA","LGA",700,-3
"932308","2015-03-03 07:00",2,"AA","JFK",700,-2
"932344","2015-03-03 07:00",2,"DL","JFK",700,7
"932379","2015-03-03 07:00",2,"DL","LGA",700,-2
"932402","2015-03-03 07:00",2,"UA","EWR",700,-7
"932436","2015-03-03 07:00",2,"WN","LGA",700,-3
"932492","2015-03-03 07:00",2,"EV","EWR",700,-10
"932520","2015-03-03 07:00",2,"MQ","LGA",700,0
"932568","2015-03-03 07:00",2,"DL","LGA",705,-3
"932638","2015-03-03 07:00",2,"DL","JFK",710,-6
"932712","2015-03-03 07:00",2,"DL","LGA",715,-1
"932825","2015-03-03 07:00",2,"UA","EWR",721,-3
"932882","2015-03-03 07:00",2,"WN","EWR",725,NA
"932913","2015-03-03 07:00",2,"UA","LGA",729,8
"932915","2015-03-03 07:00",2,"UA","EWR",729,-4
"932920","2015-03-03 08:00",2,"AA","JFK",730,-8
"932934","2015-03-03 08:00",2,"B6","LGA",730,-6
"932992","2015-03-03 08:00",2,"VX","JFK",730,-11
"932993","2015-03-03 08:00",2,"VX","EWR",730,-5
"933106","2015-03-03 08:00",2,"B6","JFK",737,-5
"933118","2015-03-03 08:00",2,"B6","JFK",740,-3
"933166","2015-03-03 08:00",2,"B6","JFK",745,-2
"933197","2015-03-03 08:00",2,"EV","EWR",745,-6
"933287","2015-03-03 08:00",2,"UA","EWR",755,-1
"933326","2015-03-03 08:00",2,"AA","EWR",759,-13
"933333","2015-03-03 08:00",2,"DL","LGA",759,-7
"933336","2015-03-03 08:00",2,"DL","LGA",759,0
"933340","2015-03-03 08:00",2,"AA","JFK",800,-8
"933379","2015-03-03 08:00",2,"B6","JFK",800,-5
"933382","2015-03-03 08:00",2,"DL","JFK",800,-1
"933438","2015-03-03 08:00",2,"US","LGA",800,-7
"933442","2015-03-03 08:00",2,"VX","JFK",800,-1
"933581","2015-03-03 08:00",2,"UA","EWR",806,-4
"933582","2015-03-03 08:00",2,"EV","LGA",806,-3
"933619","2015-03-03 08:00",2,"DL","JFK",810,-5
"933629","2015-03-03 08:00",2,"UA","EWR",810,-5
"933662","2015-03-03 08:00",2,"UA","EWR",811,2
"933748","2015-03-03 08:00",2,"MQ","JFK",815,-1
"933765","2015-03-03 08:00",2,"AA","LGA",818,-4
"933789","2015-03-03 08:00",2,"DL","LGA",820,2
"933867","2015-03-03 08:00",2,"WN","LGA",825,-4
"933912","2015-03-03 08:00",2,"MQ","LGA",829,-11
"933990","2015-03-03 09:00",2,"MQ","LGA",830,63
"934016","2015-03-03 09:00",2,"EV","EWR",834,-5
"934094","2015-03-03 09:00",2,"UA","EWR",839,3
"934198","2015-03-03 09:00",2,"DL","JFK",845,-5
"934221","2015-03-03 09:00",2,"US","LGA",845,-5
"934276","2015-03-03 09:00",2,"MQ","JFK",848,-6
"934335","2015-03-03 09:00",2,"EV","LGA",850,-6
"934456","2015-03-03 09:00",2,"DL","JFK",900,-4
"934464","2015-03-03 09:00",2,"DL","LGA",900,27
"934564","2015-03-03 09:00",2,"B6","JFK",904,-7
"934567","2015-03-03 09:00",2,"B6","JFK",904,-7
"934614","2015-03-03 09:00",2,"EV","LGA",905,-3
"934660","2015-03-03 09:00",2,"B6","JFK",910,-8
"934664","2015-03-03 09:00",2,"UA","EWR",910,287
"934779","2015-03-03 09:00",2,"DL","LGA",917,2
"934855","2015-03-03 09:00",2,"B6","JFK",923,-4
"934872","2015-03-03 09:00",2,"DL","LGA",925,-5
"934881","2015-03-03 09:00",2,"WN","LGA",925,-3
"934923","2015-03-03 09:00",2,"MQ","LGA",929,-8
"934954","2015-03-03 10:00",2,"UA","JFK",930,-10
"934955","2015-03-03 10:00",2,"UA","EWR",930,52
"935020","2015-03-03 10:00",2,"B6","JFK",935,-1
"935036","2015-03-03 10:00",2,"WN","EWR",935,NA
"935127","2015-03-03 10:00",2,"MQ","LGA",941,-7
"935145","2015-03-03 10:00",2,"AA","LGA",945,NA
"935176","2015-03-03 10:00",2,"VX","JFK",945,-2
"935178","2015-03-03 10:00",2,"WN","LGA",945,0
"935230","2015-03-03 10:00",2,"B6","JFK",949,11
"935386","2015-03-03 10:00",2,"DL","JFK",959,-3
"935388","2015-03-03 10:00",2,"B6","LGA",959,0
"935397","2015-03-03 10:00",2,"US","LGA",959,129
"935419","2015-03-03 10:00",2,"B6","JFK",1000,-1
"935433","2015-03-03 10:00",2,"DL","LGA",1000,-4
"935442","2015-03-03 10:00",2,"UA","LGA",1000,42
"935457","2015-03-03 10:00",2,"US","LGA",1000,-8
"935538","2015-03-03 10:00",2,"UA","LGA",1004,-6
"935548","2015-03-03 10:00",2,"B6","JFK",1005,0
"935594","2015-03-03 10:00",2,"EV","EWR",1005,-7
"935658","2015-03-03 10:00",2,"WN","LGA",1010,-3
"935694","2015-03-03 10:00",2,"MQ","LGA",1010,79
"935736","2015-03-03 10:00",2,"DL","LGA",1015,5
"935798","2015-03-03 10:00",2,"EV","EWR",1017,-9
"935802","2015-03-03 10:00",2,"AA","LGA",1018,0
"935965","2015-03-03 11:00",2,"AA","JFK",1030,-1
"935977","2015-03-03 11:00",2,"DL","JFK",1030,-1
"935993","2015-03-03 11:00",2,"VX","EWR",1030,-3
"936046","2015-03-03 11:00",2,"B6","JFK",1033,-4
"936066","2015-03-03 11:00",2,"WN","LGA",1035,-4
"936153","2015-03-03 11:00",2,"MQ","LGA",1040,84
"936264","2015-03-03 11:00",2,"B6","LGA",1050,10
"936318","2015-03-03 11:00",2,"NK","LGA",1050,-3
"936357","2015-03-03 11:00",2,"AA","LGA",1055,0
"936429","2015-03-03 11:00",2,"DL","LGA",1059,-3
"936434","2015-03-03 11:00",2,"UA","EWR",1059,-4
"936476","2015-03-03 11:00",2,"UA","EWR",1100,-2
"936522","2015-03-03 11:00",2,"MQ","LGA",1100,-3
"936537","2015-03-03 11:00",2,"AA","LGA",1101,-7
"936567","2015-03-03 11:00",2,"DL","LGA",1105,36
"936637","2015-03-03 11:00",2,"DL","JFK",1110,-5
"936666","2015-03-03 11:00",2,"EV","LGA",1110,-4
"936704","2015-03-03 11:00",2,"B6","EWR",1114,6
"936719","2015-03-03 11:00",2,"AA","EWR",1115,-13
"936804","2015-03-03 11:00",2,"DL","LGA",1120,13
"936822","2015-03-03 11:00",2,"US","LGA",1120,-8
"936912","2015-03-03 11:00",2,"WN","LGA",1125,NA
"936947","2015-03-03 11:00",2,"UA","EWR",1129,0
"936950","2015-03-03 11:00",2,"UA","EWR",1129,4
"936970","2015-03-03 12:00",2,"DL","JFK",1130,21
"936986","2015-03-03 12:00",2,"UA","EWR",1130,-6
"937020","2015-03-03 12:00",2,"MQ","LGA",1130,-12
"937043","2015-03-03 12:00",2,"UA","EWR",1132,-2
"937044","2015-03-03 12:00",2,"EV","LGA",1132,27
"937150","2015-03-03 12:00",2,"DL","JFK",1140,-2
"937179","2015-03-03 12:00",2,"VX","LGA",1140,15
"937185","2015-03-03 12:00",2,"NK","LGA",1140,12
"937279","2015-03-03 12:00",2,"B6","JFK",1148,13
"937349","2015-03-03 12:00",2,"UA","EWR",1151,26
"937377","2015-03-03 12:00",2,"WN","LGA",1155,27
"937403","2015-03-03 12:00",2,"EV","EWR",1156,-2
"937432","2015-03-03 12:00",2,"DL","JFK",1200,-3
"937453","2015-03-03 12:00",2,"UA","JFK",1200,5
"937455","2015-03-03 12:00",2,"UA","LGA",1200,-1
"937460","2015-03-03 12:00",2,"UA","EWR",1200,-1
"937470","2015-03-03 12:00",2,"US","LGA",1200,-8
"937592","2015-03-03 12:00",2,"WN","EWR",1205,9
"937616","2015-03-03 12:00",2,"EV","EWR",1206,0
"937704","2015-03-03 12:00",2,"AA","LGA",1215,-8
"937769","2015-03-03 12:00",2,"UA","EWR",1218,12
"937896","2015-03-03 12:00",2,"MQ","LGA",1229,-7
"937979","2015-03-03 13:00",2,"EV","EWR",1234,-2
"938067","2015-03-03 13:00",2,"DL","LGA",1240,-3
"938136","2015-03-03 13:00",2,"EV","LGA",1244,0
"938187","2015-03-03 13:00",2,"NK","LGA",1245,7
"938210","2015-03-03 13:00",2,"EV","EWR",1249,-1
"938361","2015-03-03 13:00",2,"DL","LGA",1259,-4
"938378","2015-03-03 13:00",2,"AA","EWR",1300,-8
"938386","2015-03-03 13:00",2,"B6","JFK",1300,-6
"938405","2015-03-03 13:00",2,"DL","EWR",1300,0
"938409","2015-03-03 13:00",2,"UA","LGA",1300,0
"938417","2015-03-03 13:00",2,"UA","EWR",1300,25
"938424","2015-03-03 13:00",2,"US","LGA",1300,-6
"938429","2015-03-03 13:00",2,"VX","EWR",1300,-12
"938431","2015-03-03 13:00",2,"VX","JFK",1300,-3
"938544","2015-03-03 13:00",2,"MQ","LGA",1305,16
"938545","2015-03-03 13:00",2,"MQ","JFK",1305,-3
"938594","2015-03-03 13:00",2,"UA","EWR",1310,89
"938658","2015-03-03 13:00",2,"EV","LGA",1312,94
"938691","2015-03-03 13:00",2,"DL","LGA",1315,-3
"938748","2015-03-03 13:00",2,"B6","LGA",1317,-3
"938770","2015-03-03 13:00",2,"B6","JFK",1320,-7
"938895","2015-03-03 13:00",2,"AA","LGA",1329,-7
"938926","2015-03-03 14:00",2,"US","JFK",1330,34
"938937","2015-03-03 14:00",2,"WN","LGA",1330,4
"939059","2015-03-03 14:00",2,"UA","EWR",1339,5
"939110","2015-03-03 14:00",2,"EV","EWR",1340,37
"939129","2015-03-03 14:00",2,"UA","LGA",1342,12
"939243","2015-03-03 14:00",2,"MQ","LGA",1349,47
"939275","2015-03-03 14:00",2,"WN","EWR",1350,-6
"939310","2015-03-03 14:00",2,"B6","JFK",1354,0
"939321","2015-03-03 14:00",2,"AA","LGA",1355,2
"939406","2015-03-03 14:00",2,"B6","JFK",1359,25
"939411","2015-03-03 14:00",2,"DL","LGA",1359,-1
"939428","2015-03-03 14:00",2,"B6","EWR",1400,-3
"939444","2015-03-03 14:00",2,"UA","LGA",1400,-1
"939455","2015-03-03 14:00",2,"UA","EWR",1400,6
"939459","2015-03-03 14:00",2,"US","LGA",1400,-9
"939596","2015-03-03 14:00",2,"UA","EWR",1410,48
"939703","2015-03-03 14:00",2,"B6","JFK",1416,-1
"939766","2015-03-03 14:00",2,"DL","JFK",1421,-6
"939774","2015-03-03 14:00",2,"DL","LGA",1422,57
"939780","2015-03-03 14:00",2,"AA","LGA",1424,NA
"939867","2015-03-03 14:00",2,"DL","LGA",1429,10
"939880","2015-03-03 15:00",2,"B6","JFK",1430,130
"939893","2015-03-03 15:00",2,"UA","EWR",1430,6
"939896","2015-03-03 15:00",2,"UA","EWR",1430,35
"939942","2015-03-03 15:00",2,"EV","LGA",1431,-7
"940046","2015-03-03 15:00",2,"EV","EWR",1439,-5
"940128","2015-03-03 15:00",2,"DL","LGA",1445,-6
"940168","2015-03-03 15:00",2,"B6","JFK",1446,13
"940175","2015-03-03 15:00",2,"AA","EWR",1448,-6
"940178","2015-03-03 15:00",2,"UA","EWR",1448,41
"940296","2015-03-03 15:00",2,"WN","LGA",1455,-4
"940352","2015-03-03 15:00",2,"UA","EWR",1459,69
"940380","2015-03-03 15:00",2,"DL","LGA",1500,-1
"940398","2015-03-03 15:00",2,"UA","LGA",1500,59
"940410","2015-03-03 15:00",2,"US","LGA",1500,-5
"940515","2015-03-03 15:00",2,"EV","LGA",1505,49
"940519","2015-03-03 15:00",2,"MQ","JFK",1505,-5
"940571","2015-03-03 15:00",2,"UA","EWR",1510,31
"940586","2015-03-03 15:00",2,"EV","EWR",1510,NA
"940594","2015-03-03 15:00",2,"MQ","JFK",1510,19
"940642","2015-03-03 15:00",2,"DL","JFK",1515,-6
"940800","2015-03-03 15:00",2,"WN","LGA",1525,0
"940847","2015-03-03 15:00",2,"UA","EWR",1529,6
"940852","2015-03-03 16:00",2,"AA","JFK",1530,-4
"940879","2015-03-03 16:00",2,"UA","JFK",1530,-6
"940957","2015-03-03 16:00",2,"DL","JFK",1535,30
"940988","2015-03-03 16:00",2,"WN","EWR",1535,1
"941039","2015-03-03 16:00",2,"EV","EWR",1538,9
"941209","2015-03-03 16:00",2,"DL","JFK",1550,24
"941274","2015-03-03 16:00",2,"AA","LGA",1555,-7
"941310","2015-03-03 16:00",2,"WN","LGA",1555,-2
"941331","2015-03-03 16:00",2,"EV","LGA",1555,14
"941368","2015-03-03 16:00",2,"AA","JFK",1600,4
"941377","2015-03-03 16:00",2,"B6","JFK",1600,-4
"941391","2015-03-03 16:00",2,"DL","LGA",1600,30
"941482","2015-03-03 16:00",2,"DL","JFK",1605,-8
"941561","2015-03-03 16:00",2,"UA","EWR",1610,15
"941598","2015-03-03 16:00",2,"MQ","LGA",1610,184
"941607","2015-03-03 16:00",2,"AA","LGA",1611,16
"941612","2015-03-03 16:00",2,"EV","EWR",1611,165
"941621","2015-03-03 16:00",2,"B6","EWR",1614,-6
"941771","2015-03-03 16:00",2,"EV","EWR",1623,NA
"941816","2015-03-03 16:00",2,"EV","EWR",1625,NA
"941869","2015-03-03 17:00",2,"B6","JFK",1630,0
"941885","2015-03-03 17:00",2,"UA","EWR",1630,-2
"941979","2015-03-03 17:00",2,"WN","LGA",1635,194
"942004","2015-03-03 17:00",2,"B6","JFK",1636,9
"942047","2015-03-03 17:00",2,"UA","EWR",1640,-2
"942089","2015-03-03 17:00",2,"EV","EWR",1641,NA
"942150","2015-03-03 17:00",2,"NK","LGA",1645,123
"942195","2015-03-03 17:00",2,"UA","LGA",1650,47
"942292","2015-03-03 17:00",2,"MQ","JFK",1655,112
"942320","2015-03-03 17:00",2,"EV","EWR",1659,-4
"942328","2015-03-03 17:00",2,"AA","JFK",1700,28
"942331","2015-03-03 17:00",2,"AA","JFK",1700,-7
"942343","2015-03-03 17:00",2,"DL","JFK",1700,-4
"942369","2015-03-03 17:00",2,"US","LGA",1700,13
"942372","2015-03-03 17:00",2,"US","LGA",1700,-3
"942446","2015-03-03 17:00",2,"EV","EWR",1702,NA
"942474","2015-03-03 17:00",2,"DL","LGA",1705,161
"942489","2015-03-03 17:00",2,"US","LGA",1705,91
"942559","2015-03-03 17:00",2,"AA","JFK",1710,NA
"942626","2015-03-03 17:00",2,"B6","EWR",1715,331
"942638","2015-03-03 17:00",2,"UA","EWR",1715,5
"942728","2015-03-03 17:00",2,"UA","EWR",1720,59
"942765","2015-03-03 17:00",2,"MQ","LGA",1720,185
"942824","2015-03-03 17:00",2,"VX","EWR",1725,-9
"942871","2015-03-03 17:00",2,"B6","JFK",1728,-7
"942895","2015-03-03 18:00",2,"AA","JFK",1730,15
"943045","2015-03-03 18:00",2,"B6","JFK",1736,-4
"943057","2015-03-03 18:00",2,"DL","JFK",1737,4
"943140","2015-03-03 18:00",2,"DL","LGA",1741,56
"943380","2015-03-03 18:00",2,"WN","LGA",1755,169
"943439","2015-03-03 18:00",2,"UA","EWR",1759,134
"943459","2015-03-03 18:00",2,"B6","JFK",1800,76
"943488","2015-03-03 18:00",2,"US","LGA",1800,NA
"943551","2015-03-03 18:00",2,"DL","LGA",1805,224
"943764","2015-03-03 18:00",2,"MQ","LGA",1819,188
"943803","2015-03-03 18:00",2,"MQ","LGA",1820,NA
"943842","2015-03-03 18:00",2,"WN","LGA",1825,156
"943885","2015-03-03 18:00",2,"DL","JFK",1829,10
"943889","2015-03-03 18:00",2,"EV","EWR",1829,NA
"943909","2015-03-03 19:00",2,"B6","JFK",1830,-2
"943912","2015-03-03 19:00",2,"DL","JFK",1830,4
"943921","2015-03-03 19:00",2,"US","JFK",1830,4
"943949","2015-03-03 19:00",2,"EV","EWR",1830,NA
"944021","2015-03-03 19:00",2,"UA","EWR",1837,144
"944038","2015-03-03 19:00",2,"DL","JFK",1840,263
"944078","2015-03-03 19:00",2,"AA","EWR",1844,62
"944091","2015-03-03 19:00",2,"AA","LGA",1845,6
"944163","2015-03-03 19:00",2,"AA","LGA",1848,28
"944350","2015-03-03 19:00",2,"DL","JFK",1859,74
"944352","2015-03-03 19:00",2,"DL","LGA",1859,159
"944388","2015-03-03 19:00",2,"DL","LGA",1900,156
"944397","2015-03-03 19:00",2,"US","LGA",1900,20
"944423","2015-03-03 19:00",2,"EV","EWR",1900,227
"944441","2015-03-03 19:00",2,"UA","EWR",1902,253
"944528","2015-03-03 19:00",2,"UA","EWR",1909,244
"944592","2015-03-03 19:00",2,"MQ","LGA",1910,NA
"944593","2015-03-03 19:00",2,"B6","JFK",1911,13
"944623","2015-03-03 19:00",2,"B6","JFK",1915,-3
"944701","2015-03-03 19:00",2,"DL","JFK",1920,NA
"944806","2015-03-03 19:00",2,"DL","JFK",1929,336
"944808","2015-03-03 19:00",2,"DL","LGA",1929,94
"944813","2015-03-03 20:00",2,"AA","EWR",1930,97
"944831","2015-03-03 20:00",2,"DL","EWR",1930,NA
"944837","2015-03-03 20:00",2,"UA","EWR",1930,229
"944850","2015-03-03 20:00",2,"WN","LGA",1930,NA
"944880","2015-03-03 20:00",2,"MQ","LGA",1930,NA
"944900","2015-03-03 20:00",2,"UA","EWR",1932,196
"944967","2015-03-03 20:00",2,"B6","LGA",1936,35
"945000","2015-03-03 20:00",2,"B6","LGA",1940,57
"945061","2015-03-03 20:00",2,"AA","JFK",1945,108
"945114","2015-03-03 20:00",2,"MQ","LGA",1945,NA
"945128","2015-03-03 20:00",2,"UA","EWR",1947,190
"945223","2015-03-03 20:00",2,"DL","JFK",1954,118
"945277","2015-03-03 20:00",2,"MQ","JFK",1955,NA
"945311","2015-03-03 20:00",2,"UA","EWR",1959,215
"945330","2015-03-03 20:00",2,"DL","LGA",2000,299
"945342","2015-03-03 20:00",2,"UA","LGA",2000,209
"945415","2015-03-03 20:00",2,"VX","JFK",2005,-3
"945449","2015-03-03 20:00",2,"EV","EWR",2006,NA
"945453","2015-03-03 20:00",2,"EV","LGA",2007,76
"945613","2015-03-03 20:00",2,"B6","JFK",2024,-3
"945619","2015-03-03 20:00",2,"AA","JFK",2025,NA
"945646","2015-03-03 20:00",2,"DL","JFK",2029,69
"945647","2015-03-03 20:00",2,"UA","EWR",2029,73
"945650","2015-03-03 20:00",2,"UA","EWR",2029,137
"945672","2015-03-03 21:00",2,"WN","LGA",2030,NA
"945674","2015-03-03 21:00",2,"WN","EWR",2030,NA
"945681","2015-03-03 21:00",2,"EV","LGA",2030,NA
"945684","2015-03-03 21:00",2,"EV","LGA",2030,NA
"945857","2015-03-03 21:00",2,"EV","EWR",2049,NA
"945922","2015-03-03 21:00",2,"AA","JFK",2055,67
"945983","2015-03-03 21:00",2,"B6","EWR",2100,130
"945993","2015-03-03 21:00",2,"US","LGA",2100,NA
"946008","2015-03-03 21:00",2,"EV","LGA",2100,NA
"946011","2015-03-03 21:00",2,"MQ","LGA",2100,24
"946247","2015-03-03 21:00",2,"EV","EWR",2128,NA
"946257","2015-03-03 22:00",2,"B6","LGA",2130,61
"946340","2015-03-03 22:00",2,"B6","EWR",2145,17
"946438","2015-03-03 22:00",2,"B6","JFK",2155,14
"946453","2015-03-03 22:00",2,"B6","JFK",2155,-1
"946482","2015-03-03 22:00",2,"DL","LGA",2159,147
"946639","2015-03-03 23:00",2,"B6","JFK",2236,20
"946666","2015-03-03 23:00",2,"B6","JFK",2250,16
"946783","2015-03-03 00:00",2,"B6","JFK",2359,59
"946977","2015-03-04 06:00",3,"UA","LGA",545,3
"947073","2015-03-04 06:00",3,"AA","LGA",600,-8
"947101","2015-03-04 06:00",3,"B6","JFK",600,-7
"947118","2015-03-04 06:00",3,"DL","LGA",600,-6
"947273","2015-03-04 06:00",3,"WN","EWR",600,NA
"947439","2015-03-04 06:00",3,"EV","LGA",603,278
"947491","2015-03-04 06:00",3,"UA","JFK",605,7
"947678","2015-03-04 06:00",3,"EV","EWR",619,NA
"947828","2015-03-04 07:00",3,"AA","EWR",630,-12
"947862","2015-03-04 07:00",3,"US","LGA",630,-4
"947906","2015-03-04 07:00",3,"EV","EWR",630,NA
"947916","2015-03-04 07:00",3,"MQ","LGA",630,NA
"947973","2015-03-04 07:00",3,"UA","LGA",635,9
"947984","2015-03-04 07:00",3,"UA","EWR",637,-1
"948059","2015-03-04 07:00",3,"EV","EWR",644,-3
"948158","2015-03-04 07:00",3,"UA","EWR",650,34
"948189","2015-03-04 07:00",3,"MQ","LGA",650,NA
"948225","2015-03-04 07:00",3,"WN","LGA",655,NA
"948262","2015-03-04 07:00",3,"B6","JFK",659,28
"948266","2015-03-04 07:00",3,"UA","EWR",659,0
"948271","2015-03-04 07:00",3,"AA","JFK",700,-7
"948290","2015-03-04 07:00",3,"AS","EWR",700,-11
"948319","2015-03-04 07:00",3,"DL","JFK",700,34
"948322","2015-03-04 07:00",3,"DL","JFK",700,0
"948334","2015-03-04 07:00",3,"DL","JFK",700,NA
"948374","2015-03-04 07:00",3,"UA","EWR",700,2
"948375","2015-03-04 07:00",3,"UA","LGA",700,1
"948402","2015-03-04 07:00",3,"VX","LGA",700,-15
"948437","2015-03-04 07:00",3,"WN","EWR",700,-6
"948893","2015-03-04 07:00",3,"UA","EWR",729,2
"948900","2015-03-04 08:00",3,"AA","LGA",730,-7
"948912","2015-03-04 08:00",3,"B6","LGA",730,37
"948916","2015-03-04 08:00",3,"DL","JFK",730,8
